image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20,bbox1,bbox2,bbox3,bbox4,bbox5,bbox6,bbox7,bbox8,bbox9,bbox10,bbox11,bbox12,bbox13,bbox14,bbox15,bbox16,bbox17,bbox18,bbox19,bbox20,bbox_type1,bbox_type2,bbox_type3,bbox_type4,bbox_type5,bbox_type6,bbox_type7,bbox_type8,bbox_type9,bbox_type10,bbox_type11,bbox_type12,bbox_type13,bbox_type14,bbox_type15,bbox_type16,bbox_type17,bbox_type18,bbox_type19,bbox_type20
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001926.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003651.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001650.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/351_2008_000923.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_003334.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1998_2012_001171.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/101_2010_001074.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000703.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1175_2012_000185.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/937_2011_005731.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_000281.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1639_2012_001552.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_006562.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001451.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1313_2010_005758.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003628.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/243_2007_008142.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_001759.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/143_2007_000559.jpg,"[[27, 24, 225, 427]]","[[154.0, 108.0, 49.0, 114.0]]","[[244.0, 49.0, 80.0, 388.0]]","[[232.0, 70.0, 542.0, 326.0]]","[[0, 135, 292, 249]]","[[32.0, 97.0, 51.0, 141.0]]","[[212.70749999999998, 36.7975, 137.3175, 155.71625]]","[[27.5, 107.5, 35.0, 20.0]]","[[179.0, 49.0, 52.0, 126.0]]","[[198.75, 200.0, 281.25, 82.5]]","[[66.875, 19.375, 368.125, 293.125]]","[[281.0, 48.0, 142.0, 327.0]]","[[31.0, 183.0, 272.0, 88.0]]","[[99, 138, 44, 29]]","[[279.375, 156.25, 192.5, 197.5]]","[[17, 0, 211, 122]]","[[143.75, 111.875, 173.75, 172.5]]","[[31, 45, 273, 200]]","[[303.125, 105.0, 46.25, 109.375]]","[[44, 82, 235, 254]]",random,gt,gt,human,random,gt,human,human,gt,human,human,gt,gt,random,human,random,human,random,human,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003176.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_003640.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_000105.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1198_2009_000293.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1377_2010_005853.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1991_2008_004482.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000024.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008407.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/856_2009_002976.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/351_2008_000923.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005820.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/731_2010_001399.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001908.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_005304.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/297_2010_005243.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1085_2011_002301.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/267_2008_006000.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1741_2010_003822.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1516_2011_005884.jpg,"[[148, 64, 106, 426]]","[[39.0, 79.0, 292.0, 389.0]]","[[465.0, 178.0, 35.0, 34.0]]","[[71.25, 0.625, 127.5, 111.25]]","[[93.0, 7.0, 229.0, 408.0]]","[[53, 0, 207, 484]]","[[191, 235, 21, 86]]","[[349.0, 210.0, 87.0, 107.0]]","[[4.375, 193.75, 148.125, 137.5]]","[[41.0, 69.0, 103.0, 409.0]]","[[280.0, 159.0, 102.0, 180.0]]","[[261.875, 169.375, 142.5, 119.375]]","[[233.0, 69.0, 226.0, 288.0]]","[[323.75, 50.625, 38.125, 35.625]]","[[140.0, 90.0, 153.125, 281.875]]","[[181, 336, 126, 96]]","[[198, 172, 73, 70]]","[[10, 26, 313, 174]]","[[138.0, 336.0, 90.0, 38.0]]","[[202.5, 125.0, 54.375, 78.75]]",random,human,gt,human,human,random,random,gt,human,human,gt,human,gt,human,human,random,random,random,gt,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1850_2008_002679.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_000559.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1719_2008_002502.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1422_2009_002407.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1257_2009_002066.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/191_2008_005890.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1249_2008_006227.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_004461.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001011.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003491.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001464.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001116.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_005141.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_002988.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/297_2010_005243.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/798_2011_006605.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1323_2008_007185.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003176.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005141.jpg,"[[94.0, 388.0, 47.0, 73.0]]","[[160.0, 26.0, 211.0, 215.0]]","[[248, 140, 231, 55]]","[[152.0, 44.0, 114.0, 226.0]]","[[204, 207, 134, 17]]","[[387.0, 68.0, 106.0, 52.0]]","[[96, 28, 153, 470]]","[[10.625, 269.375, 19.375, 21.875]]","[[261.875, 79.375, 42.5, 113.125]]","[[158.125, 235.0, 177.5, 93.125]]","[[96.0, 37.0, 277.0, 338.0]]","[[347, 9, 88, 209]]","[[168.0, 87.0, 302.0, 288.0]]","[[324.0, 122.0, 133.0, 253.0]]","[[34.0, 32.0, 428.0, 363.0]]","[[61, 54, 132, 443]]","[[10, 429, 330, 59]]","[[361.25, 144.375, 97.5, 108.75]]","[[5.0, 165.0, 323.75, 120.625]]","[[207.0, 176.0, 174.0, 199.0]]",gt,gt,random,gt,random,gt,random,human,human,human,gt,random,gt,gt,gt,random,random,human,human,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003016.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1323_2008_007185.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008407.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_004730.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1741_2010_003822.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1152_2011_002034.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1991_2008_004482.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_005146.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005820.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000383.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006177.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000914.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1479_2010_003436.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1729_2009_001906.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1997_2010_003257.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_000033.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/188_2011_001600.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003651.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/351_2008_000923.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,"[[11.875, 46.25, 440.625, 187.5]]","[[267.5, 136.25, 66.875, 100.0]]","[[18.75, 235.625, 281.875, 110.625]]","[[146, 44, 108, 441]]","[[18, 199, 246, 244]]","[[68.75, 48.125, 423.125, 250.0]]","[[34, 307, 228, 188]]","[[38.75, 33.125, 62.5, 263.75]]","[[6, 203, 75, 272]]","[[56, 6, 262, 366]]","[[-7.0, 393.0, 110.0, 66.0]]","[[13.0, 57.0, 254.0, 219.0]]","[[1.0, 1.0, 90.0, 243.0]]","[[3, 175, 311, 29]]","[[26, 50, 253, 340]]","[[421.0, 200.0, 61.0, 26.0]]","[[148, 7, 159, 446]]","[[263.125, 105.625, 47.5, 134.375]]","[[226.0, 365.0, 151.0, 126.0]]","[[179.0, 168.0, 77.0, 108.0]]",human,human,human,random,random,human,random,human,random,random,human,gt,gt,random,random,gt,random,human,gt,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001752.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006177.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1249_2008_006227.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/297_2010_005243.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1377_2010_005853.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005168.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1715_2008_004832.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000466.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1761_2010_004730.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_006491.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/57_2012_001013.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1586_2010_002130.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/341_2011_000456.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1890_2009_003127.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/213_2011_001392.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003903.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/852_2010_000630.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1387_2011_001928.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/244_2009_005217.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1893_2008_001765.jpg,"[[279.0, 34.0, 90.0, 206.0]]","[[101.0, 372.0, 67.0, 94.0]]","[[280.0, 101.0, 71.0, 73.0]]","[[202, 318, 69, 169]]","[[104.0, 13.0, 175.0, 275.0]]","[[90.0, 72.5, 83.75, 178.125]]","[[163.0, 27.0, 41.0, 77.0]]","[[41.875, 82.5, 354.375, 215.0]]","[[60.0, 44.0, 434.0, 310.0]]","[[148.75, 103.125, 87.5, 169.375]]","[[140.0, 100.0, 121.0, 99.0]]","[[71, 194, 273, 195]]","[[338.75, 58.125, 78.75, 74.375]]","[[364.0, 199.0, 73.0, 45.0]]","[[230.0, 232.0, 77.0, 54.0]]","[[150.625, 188.125, 50.625, 116.25]]","[[148.0, 117.0, 118.0, 122.0]]","[[36.0, 82.0, 154.0, 201.0]]","[[225.0, -15.625, 150.0, 258.125]]","[[108, 8, 195, 211]]",human,human,gt,random,gt,human,gt,human,gt,human,gt,random,human,gt,human,human,gt,gt,human,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1303_2010_000590.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/213_2011_001392.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1741_2010_003822.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_005304.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1998_2012_001171.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1864_2008_000254.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_002988.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/191_2008_005890.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/188_2011_001600.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1715_2008_004832.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001117.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_003106.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1178_2012_000027.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1516_2011_005884.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1551_2007_008256.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002818.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005168.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001926.jpg,"[[203.0, 234.0, 35.0, 77.0]]","[[1.0, 183.0, 37.0, 87.0]]","[[61.0, 59.0, 79.0, 227.0]]","[[73.0, 257.0, 77.0, 98.0]]","[[401.875, 41.875, 50.625, 48.125]]","[[62, 5, 22, 491]]","[[69.375, 273.125, 26.25, 21.25]]","[[94.0, 282.0, 30.0, 61.0]]","[[0.0, 105.625, 497.5, 227.5]]","[[1.0, 4.0, 140.0, 109.0]]","[[350.0, 224.0, 148.0, 147.0]]","[[78.0, 75.0, 160.0, 251.0]]","[[5, 29, 186, 266]]","[[73, 80, 253, 405]]","[[346.875, 125.0, 45.625, 76.875]]","[[211.25, 146.875, 49.375, 49.375]]","[[127, 232, 268, 79]]","[[40.0, 212.0, 41.0, 107.0]]","[[306.25, 153.125, 46.25, 140.625]]","[[7, 79, 324, 358]]",human,gt,human,gt,human,random,human,human,human,gt,gt,gt,random,random,human,human,random,gt,human,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001790.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1786_2008_003108.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1214_2012_000980.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_003640.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1257_2009_002066.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/380_2011_003294.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1249_2008_006227.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001189.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1303_2010_000590.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/261_2008_000914.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000024.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003903.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/462_2008_002665.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_003529.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/737_2012_003830.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_000435.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003628.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/267_2008_006000.jpg,"[[142.0, 72.0, 334.0, 260.0]]","[[151.875, 58.125, 281.875, 171.875]]","[[2.0, 94.0, 79.0, 209.0]]","[[60.0, 70.625, 405.625, 310.0]]","[[14.0, 49.0, 318.0, 424.0]]","[[174.0, 214.0, 26.0, 52.0]]","[[27.0, 104.0, 393.0, 206.0]]","[[227.5, 94.375, 68.75, 168.75]]","[[358.125, 86.25, 80.0, 44.375]]","[[52.0, 174.0, 114.0, 126.0]]","[[59.0, 102.0, 180.0, 188.0]]","[[17.59875, 60.01624999999999, 250.89499999999998, 220.66125]]","[[390.625, 229.375, 20.625, 99.375]]","[[55, 60, 313, 112]]","[[46.0, 220.0, 231.0, 155.0]]","[[122, 66, 142, 390]]","[[99, 14, 169, 476]]","[[339.0, 112.0, 123.0, 124.0]]","[[126, 203, 217, 280]]","[[326.0, 48.0, 89.0, 96.0]]",gt,human,gt,human,gt,human,gt,human,human,gt,gt,human,human,random,gt,random,random,gt,random,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1729_2009_001906.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003651.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_003825.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1599_2012_000656.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_000033.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002526.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1653_2008_000993.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/266_2011_001891.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1890_2009_003127.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_003352.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1377_2010_005853.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001926.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/282_2012_001545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001001.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001011.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000109.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1991_2008_004482.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1218_2008_008497.jpg,"[[1.0, 1.0, 499.0, 374.0]]","[[299.375, 101.875, 38.125, 134.375]]","[[182.0, 203.0, 20.0, 32.0]]","[[127.0, 53.0, 198.0, 329.0]]","[[9.0, 107.0, 490.0, 156.0]]","[[209.375, 173.75, 48.125, 30.0]]","[[117.0, 218.0, 25.0, 40.0]]","[[70, 56, 250, 98]]","[[268.0, 105.0, 232.0, 135.0]]","[[358.125, 188.125, 80.625, 54.375]]","[[18, 133, 185, 58]]","[[10, 71, 428, 207]]","[[327.5, 64.375, 151.25, 255.625]]","[[89.375, 186.875, 25.0, 43.125]]","[[0, 49, 325, 445]]","[[21.25, 192.5, 229.375, 115.0]]","[[54.375, 271.875, 20.0, 23.125]]","[[294, 81, 37, 360]]","[[35, 58, 137, 305]]","[[6, 312, 335, 83]]",gt,human,gt,gt,gt,human,human,random,gt,human,random,random,human,human,random,human,human,random,random,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1237_2011_006691.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005141.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1257_2009_002066.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/143_2007_000559.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_002988.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1864_2008_000254.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002187.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_003529.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/261_2008_000914.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1313_2010_005758.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_008242.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/628_2008_002359.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/269_2008_000400.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005168.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003780.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/962_2010_001514.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004545.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_004730.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/834_2007_005430.jpg,"[[305.0, 8.0, 194.0, 366.0]]","[[337.5, 110.0, 126.25, 242.5]]","[[90.0, 177.0, 22.0, 22.0]]","[[122, 22, 239, 64]]","[[1.0, 114.0, 499.0, 244.0]]","[[42, 54, 251, 28]]","[[57, 264, 15, 26]]","[[5, 22, 203, 212]]","[[70.0, 121.0, 92.0, 211.0]]","[[205.76999999999998, 93.86, 145.75375, 99.27499999999999]]","[[123.0, 101.0, 96.0, 151.0]]","[[10.0, 60.0, 330.0, 413.0]]","[[25.0, 65.0, 266.0, 281.0]]","[[21.875, 217.5, 470.625, 127.5]]","[[108.0, 79.0, 62.0, 175.0]]","[[1.25, 2.5, 286.25, 334.375]]","[[56, 5, 295, 470]]","[[268.0, 247.0, 41.0, 72.0]]","[[60.0, 44.0, 434.0, 310.0]]","[[223.75, 26.25, 133.75, 246.25]]",gt,human,gt,random,gt,random,random,random,gt,human,gt,human,gt,human,gt,human,random,gt,gt,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1249_2008_006227.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_003825.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/504_2011_001655.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001790.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001215.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/893_2008_000553.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/243_2007_008142.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1998_2012_001171.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1321_2011_004866.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1551_2007_008256.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1085_2011_002301.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1417_2008_002013.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003780.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1387_2011_001928.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005820.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/104_2011_000024.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_000097.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000851.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/693_2010_005052.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/945_2010_001768.jpg,"[[125.0, 68.0, 65.0, 38.0]]","[[3, 117, 11, 366]]","[[67, 64, 196, 423]]","[[288.0, 74.0, 137.0, 115.0]]","[[119, 195, 227, 236]]","[[5, 180, 298, 168]]","[[189.0, 73.0, 64.0, 156.0]]","[[257.5, 193.75, 145.625, 106.875]]","[[353.125, 231.25, 40.0, 17.5]]","[[198.0, 45.0, 52.8, 178.79999999999998]]","[[34, 1, 204, 396]]","[[49, 160, 260, 247]]","[[363.125, 67.5, 89.375, 204.375]]","[[7, 45, 254, 385]]","[[278.125, 153.75, 104.375, 183.125]]","[[94.375, 41.875, 172.5, 281.875]]","[[462.0, 156.0, 30.0, 23.0]]","[[196.0, 257.0, 41.0, 75.0]]","[[11, 128, 406, 151]]","[[74, 156, 112, 217]]",gt,random,random,gt,random,random,gt,human,human,human,random,random,human,random,human,human,gt,gt,random,random
